,article_id,product_code,prod_name,product_type_no,product_type_name,product_group_name,graphical_appearance_no,graphical_appearance_name,colour_group_code,colour_group_name,perceived_colour_value_id,perceived_colour_value_name,perceived_colour_master_id,perceived_colour_master_name,department_no,department_name,index_code,index_name,index_group_no,index_group_name,section_no,section_name,garment_group_no,garment_group_name,detail_desc
61812,734287001,734287,Fusili,258,Blouse,Garment Upper body,1010016,Solid,9,Black,4,Dark,5,Black,1522,Blouse,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1010,Blouses,"Sleeveless blouse in a viscose crêpe weave with a V-neck, covered buttons down the front and a yoke with decorative gathers at the shoulders and back. Rounded hem, longer at the back."
61813,734287002,734287,Fusili,258,Blouse,Garment Upper body,1010016,Solid,10,White,3,Light,9,White,1522,Blouse,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1010,Blouses,"Sleeveless blouse in a viscose crêpe weave with a V-neck, covered buttons down the front and a yoke with decorative gathers at the shoulders and back. Rounded hem, longer at the back."
61822,734316001,734316,Penny,275,Skirt,Garment Lower body,1010001,All over pattern,33,Dark Orange,4,Dark,3,Orange,1422,Skirt,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1012,Skirts,"Calf-length skirt in a soft weave with a faux wrapover at the front, smocking at the back, a wide tie belt and rounded slits at the front. Longer at the back. Unlined."
61862,734460001,734460,LOLA SANDAL,91,Sandals,Shoes,1010016,Solid,9,Black,4,Dark,5,Black,3527,Flats,C,Ladies Accessories,1,Ladieswear,64,Womens Shoes,1020,Shoes,Sandals with narrow foot straps and fluted soles. Heel 1 cm.
61863,734460002,734460,LOLA SANDAL,91,Sandals,Shoes,1010016,Solid,17,Yellowish Brown,2,Medium Dusty,13,Brown,3527,Flats,C,Ladies Accessories,1,Ladieswear,64,Womens Shoes,1020,Shoes,Sandals with narrow foot straps and fluted soles. Heel 1 cm.
62085,735121001,735121,La Brea,265,Dress,Garment Full body,1010016,Solid,9,Black,4,Dark,5,Black,1322,Dress,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1013,Dresses Ladies,"Calf-length shirt dress in a viscose weave with a collar, buttons down the front, low dropped shoulders and short sleeves with sewn-in turn-ups. Seam at the waist with gathers at the front and elastication at the back, and a detachable tie belt. Unlined."
62086,735121003,735121,La Brea,265,Dress,Garment Full body,1010016,Solid,19,Greenish Khaki,2,Medium Dusty,20,Khaki green,1322,Dress,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1013,Dresses Ladies,"Calf-length shirt dress in a viscose weave with a collar, buttons down the front, low dropped shoulders and short sleeves with sewn-in turn-ups. Seam at the waist with gathers at the front and elastication at the back, and a detachable tie belt. Unlined."
62088,735122001,735122,Bermuda,265,Dress,Garment Full body,1010001,All over pattern,91,Light Green,1,Dusty Light,12,Grey,1322,Dress,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1013,Dresses Ladies,"Wide dress in an airy weave with a small collar and opening at the front with ties at the top. Long balloon sleeves with pleats and a button at the cuffs, a seam at the hips and a gathered, flared skirt. Unlined."
62089,735122002,735122,Bermuda,265,Dress,Garment Full body,1010016,Solid,9,Black,4,Dark,5,Black,1322,Dress,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1013,Dresses Ladies,"Wide dress in an airy weave with a small collar and opening at the front with ties at the top. Long balloon sleeves with pleats and a button at the cuffs, a seam at the hips and a gathered, flared skirt. Unlined."
62209,735622003,735622,Alpaca tunic,258,Blouse,Garment Upper body,1010016,Solid,10,White,3,Light,9,White,1510,Blouse,A,Ladieswear,1,Ladieswear,6,Womens Casual,1010,Blouses,"Tunic in a plumeti-weave modal blend with a round neckline with an opening and ties at the top. Dropped shoulders, long sleeves, narrow cuffs with a button, and seams in the lower section."
62425,736218001,736218,Saint Tropez,258,Blouse,Garment Upper body,1010017,Stripe,72,Blue,2,Medium Dusty,2,Blue,1522,Blouse,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1010,Blouses,"Short-sleeved blouse in woven fabric containing some linen with notch lapels, buttons down the front and a tie detail at the hem."
62426,736218002,736218,Saint Tropez,258,Blouse,Garment Upper body,1010016,Solid,10,White,3,Light,9,White,1522,Blouse,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1010,Blouses,"Short-sleeved blouse in woven fabric containing some linen with notch lapels, buttons down the front and a tie detail at the hem."
62461,736489003,736489,Zenit highlift sneaker,94,Sneakers,Shoes,1010016,Solid,10,White,3,Light,9,White,3828,Sneakers,C,Ladies Accessories,1,Ladieswear,64,Womens Shoes,1020,Shoes,"Platform trainers with lacing at the front, cotton canvas linings and insoles and rubber soles. Platform 3.5 cm."
62479,736530001,736530,Hazelnut Push Melbourne,306,Bra,Underwear,1010016,Solid,9,Black,4,Dark,5,Black,1338,Expressive Lingerie,B,Lingeries/Tights,1,Ladieswear,61,Womens Lingerie,1017,"Under-, Nightwear","Push-up bra in lace and mesh with underwired, moulded, padded cups for a larger bust and fuller cleavage. Adjustable shoulder straps and a hook-and-eye fastening at the back."
62481,736530006,736530,Hazelnut Push Melbourne,306,Bra,Underwear,1010016,Solid,10,White,3,Light,9,White,1338,Expressive Lingerie,B,Lingeries/Tights,1,Ladieswear,61,Womens Lingerie,1017,"Under-, Nightwear","Push-up bra in lace and mesh with underwired, moulded, padded cups for a larger bust and fuller cleavage. Adjustable shoulder straps and a hook-and-eye fastening at the back."
62482,736530007,736530,Hazelnut Push Melbourne,306,Bra,Underwear,1010016,Solid,43,Dark Red,7,Medium,18,Red,1338,Expressive Lingerie,B,Lingeries/Tights,1,Ladieswear,61,Womens Lingerie,1017,"Under-, Nightwear","Push-up bra in lace and mesh with underwired, moulded, padded cups for a larger bust and fuller cleavage. Adjustable shoulder straps and a hook-and-eye fastening at the back."
62491,736531001,736531,Hazelnut Brazilian Azalea Low,286,Underwear bottom,Underwear,1010016,Solid,9,Black,4,Dark,5,Black,1338,Expressive Lingerie,B,Lingeries/Tights,1,Ladieswear,61,Womens Lingerie,1017,"Under-, Nightwear","Brazilian briefs in lace with a low waist, lined gusset and string back."
62494,736531006,736531,Hazelnut Brazilian Azalea Low,286,Underwear bottom,Underwear,1010016,Solid,43,Dark Red,7,Medium,18,Red,1338,Expressive Lingerie,B,Lingeries/Tights,1,Ladieswear,61,Womens Lingerie,1017,"Under-, Nightwear","Brazilian briefs in lace with a low waist, lined gusset and string back."
62505,736573001,736573,Desert Highline Braz. Cheeky,59,Swimwear bottom,Swimwear,1010001,All over pattern,22,Yellow,5,Bright,8,Yellow,4242,Swimwear,B,Lingeries/Tights,1,Ladieswear,60,"Womens Swimwear, beachwear",1018,Swimwear,"Fully lined, waist-high bikini bottoms with a high cut at the back."
62506,736573002,736573,Desert Highline Braz. Cheeky,59,Swimwear bottom,Swimwear,1010001,All over pattern,43,Dark Red,4,Dark,3,Orange,4242,Swimwear,B,Lingeries/Tights,1,Ladieswear,60,"Womens Swimwear, beachwear",1018,Swimwear,"Fully lined, waist-high bikini bottoms with a high cut at the back."
62507,736573003,736573,Desert Highline Braz. Cheeky,59,Swimwear bottom,Swimwear,1010016,Solid,42,Red,5,Bright,18,Red,4242,Swimwear,B,Lingeries/Tights,1,Ladieswear,60,"Womens Swimwear, beachwear",1018,Swimwear,"Fully lined, waist-high bikini bottoms with a high cut at the back."
62508,736581001,736581,La la land Bandeau,298,Bikini top,Swimwear,1010001,All over pattern,43,Dark Red,4,Dark,3,Orange,4242,Swimwear,B,Lingeries/Tights,1,Ladieswear,60,"Womens Swimwear, beachwear",1018,Swimwear,"Bandeau bikini top with a knot detail at the front, lined, lightly padded cups and side support. Detachable, adjustable straps that fasten at the back of the neck and an adjustable metal hook fastening at the back."
62511,736582001,736582,La la land Brief,59,Swimwear bottom,Swimwear,1010001,All over pattern,43,Dark Red,4,Dark,3,Orange,4242,Swimwear,B,Lingeries/Tights,1,Ladieswear,60,"Womens Swimwear, beachwear",1018,Swimwear,"Fully lined bikini bottoms with a low waist, narrow sides with knot details and medium coverage at the back."
62518,736592001,736592,Spice it Up Triangle,298,Bikini top,Swimwear,1010016,Solid,93,Dark Green,2,Medium Dusty,19,Green,4242,Swimwear,B,Lingeries/Tights,1,Ladieswear,60,"Womens Swimwear, beachwear",1018,Swimwear,"Triangle bikini top with lined cups, ties at the back and double ties at the back of the neck."
62519,736592002,736592,Spice it Up Triangle,298,Bikini top,Swimwear,1010001,All over pattern,9,Black,4,Dark,5,Black,4242,Swimwear,B,Lingeries/Tights,1,Ladieswear,60,"Womens Swimwear, beachwear",1018,Swimwear,"Triangle bikini top with lined cups, ties at the back and double ties at the back of the neck."
62520,736592003,736592,Spice it Up Triangle,298,Bikini top,Swimwear,1010016,Solid,9,Black,4,Dark,5,Black,4242,Swimwear,B,Lingeries/Tights,1,Ladieswear,60,"Womens Swimwear, beachwear",1018,Swimwear,"Triangle bikini top with lined cups, ties at the back and double ties at the back of the neck."
62521,736593002,736593,Spice it Up Skimpy Tanga,59,Swimwear bottom,Swimwear,1010016,Solid,93,Dark Green,2,Medium Dusty,19,Green,4242,Swimwear,B,Lingeries/Tights,1,Ladieswear,60,"Womens Swimwear, beachwear",1018,Swimwear,"Fully lined bikini bottoms with a low waist, narrow ties at the sides and a high cut at the back."
62522,736593003,736593,Spice it Up Skimpy Tanga,59,Swimwear bottom,Swimwear,1010001,All over pattern,9,Black,4,Dark,5,Black,4242,Swimwear,B,Lingeries/Tights,1,Ladieswear,60,"Womens Swimwear, beachwear",1018,Swimwear,"Fully lined bikini bottoms with a low waist, narrow ties at the sides and a high cut at the back."
62523,736593004,736593,Spice it Up Skimpy Tanga,59,Swimwear bottom,Swimwear,1010016,Solid,9,Black,4,Dark,5,Black,4242,Swimwear,B,Lingeries/Tights,1,Ladieswear,60,"Womens Swimwear, beachwear",1018,Swimwear,"Fully lined bikini bottoms with a low waist, narrow ties at the sides and a high cut at the back."
62553,736678002,736678,Cavalier lace top,254,Top,Garment Upper body,1010021,Lace,9,Black,4,Dark,5,Black,1636,Jersey fancy,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1005,Jersey Fancy,Sleeveless lace top in a narrow cut at the top with narrow shoulder straps that are lace-covered at the back. Low-cut back and ties at the back of the neck. Jersey-lined front.
62638,736870001,736870,Strap Top 2 pack,253,Vest top,Garment Upper body,1010016,Solid,9,Black,4,Dark,5,Black,1676,Jersey Basic,A,Ladieswear,1,Ladieswear,16,Womens Everyday Basics,1002,Jersey Basic,"Tops in soft, organic cotton jersey with narrow shoulder straps."
62701,737040003,737040,SIGNE BOAT NECK,255,T-shirt,Garment Upper body,1010016,Solid,10,White,1,Dusty Light,9,White,1660,Jersey,A,Ladieswear,1,Ladieswear,6,Womens Casual,1005,Jersey Fancy,"Straight-cut top in sturdy cotton jersey with a boat neck, 3/4-length sleeves and rounded hem."
62703,737040007,737040,ESSENTIAL SIGNE BOAT NECK,255,T-shirt,Garment Upper body,1010017,Stripe,73,Dark Blue,4,Dark,2,Blue,1660,Jersey,A,Ladieswear,1,Ladieswear,6,Womens Casual,1005,Jersey Fancy,"Straight-cut top in sturdy cotton jersey with a boat neck, 3/4-length sleeves and rounded hem."
62755,737224002,737224,Holly Thong Mynta 2p,286,Underwear bottom,Underwear,1010016,Solid,43,Dark Red,4,Dark,18,Red,1338,Expressive Lingerie,B,Lingeries/Tights,1,Ladieswear,61,Womens Lingerie,1017,"Under-, Nightwear","Thong briefs in lace and mesh with a low waist, lined gusset and string back."
62794,737436001,737436,Milkshake Cheeky brief,59,Swimwear bottom,Swimwear,1010001,All over pattern,31,Light Orange,1,Dusty Light,3,Orange,4242,Swimwear,B,Lingeries/Tights,1,Ladieswear,60,"Womens Swimwear, beachwear",1018,Swimwear,"Fully lined, patterned bikini bottoms with a low waist."
62882,737777001,737777,Gainsbourg Coat,263,Coat,Garment Upper body,1010004,Check,12,Light Beige,1,Dusty Light,11,Beige,1201,Outwear,A,Ladieswear,1,Ladieswear,19,Womens Jackets,1007,Outdoor,"Knee-length, straight-cut coat in woven fabric with notch lapels, concealed press-studs down the front and welt front pockets. Unlined."
62988,738224001,738224,Samantha slip skirt PI,275,Skirt,Garment Lower body,1010001,All over pattern,8,Dark Grey,4,Dark,12,Grey,1422,Skirt,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1012,Skirts,"Gently flared, calf-length skirt in a viscose weave with a sheen. Concealed zip and hook-and-eye fastener in one side. Unlined."
62990,738230001,738230,Bono NW slim denim,272,Trousers,Garment Lower body,1010023,Denim,71,Light Blue,1,Dusty Light,2,Blue,1948,Trousers & Skirt,A,Ladieswear,1,Ladieswear,18,Womens Trend,1009,Trousers,"5-pocket, ankle-length jeans in washed, slightly stretchy denim with a regular waist, zip fly and button and tapered legs."
63117,738567002,738567,Penny Wide Culotte,272,Trousers,Garment Lower body,1010016,Solid,10,White,3,Light,9,White,1717,Trouser,A,Ladieswear,1,Ladieswear,11,Womens Tailoring,1009,Trousers,"3/4-length trousers in woven fabric with a high, elasticated waist, concealed pockets in the side seams, fake welt back pockets and straight, wide legs."
63300,738882001,738882,Aleksandra,252,Sweater,Garment Upper body,1010027,Neps,12,Light Beige,1,Dusty Light,11,Beige,1626,Knitwear,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1003,Knitwear,"Jumper in soft, chunky-knit cotton with dropped shoulders, long sleeves and ribbing around the neckline, cuffs and hem."
63306,738899005,738899,Banoffe,265,Dress,Garment Full body,1010016,Solid,10,White,3,Light,9,White,1322,Dress,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1013,Dresses Ladies,"Calf-length dress in a cotton and viscose weave with embroidery and inset lace trims. Scalloped V-neck, narrow, adjustable shoulder straps, seam with a lace trim at the waist and a concealed zip at the back. Lined."
63324,738943001,738943,Cinderella fold,252,Sweater,Garment Upper body,1010010,Melange,12,Light Beige,1,Dusty Light,11,Beige,1626,Knitwear,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1003,Knitwear,"Boxy polo-neck jumper in a soft knit containing some wool with dropped shoulders, long sleeves and ribbing around the cuffs and hem."
63326,738943003,738943,Cinderella fold,252,Sweater,Garment Upper body,1010010,Melange,15,Greyish Beige,2,Medium Dusty,1,Mole,1626,Knitwear,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1003,Knitwear,"Boxy polo-neck jumper in a soft knit containing some wool with dropped shoulders, long sleeves and ribbing around the cuffs and hem."
63327,738943004,738943,Cinderella fold,252,Sweater,Garment Upper body,1010010,Melange,93,Dark Green,4,Dark,19,Green,1626,Knitwear,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1003,Knitwear,"Boxy polo-neck jumper in a soft knit containing some wool with dropped shoulders, long sleeves and ribbing around the cuffs and hem."
63328,738943005,738943,Cinderella fold,252,Sweater,Garment Upper body,1010010,Melange,17,Yellowish Brown,2,Medium Dusty,13,Brown,1626,Knitwear,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1003,Knitwear,"Boxy polo-neck jumper in a soft knit containing some wool with dropped shoulders, long sleeves and ribbing around the cuffs and hem."
63329,738943010,738943,Cinderella fold,252,Sweater,Garment Upper body,1010010,Melange,7,Grey,1,Dusty Light,12,Grey,1626,Knitwear,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1003,Knitwear,"Boxy polo-neck jumper in a soft knit containing some wool with dropped shoulders, long sleeves and ribbing around the cuffs and hem."
63330,738943012,738943,Cinderella fold,252,Sweater,Garment Upper body,1010010,Melange,19,Greenish Khaki,2,Medium Dusty,20,Khaki green,1626,Knitwear,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1003,Knitwear,"Boxy polo-neck jumper in a soft knit containing some wool with dropped shoulders, long sleeves and ribbing around the cuffs and hem."
63384,739144002,739144,Kelso HW fancy,274,Shorts,Garment Lower body,1010001,All over pattern,12,Light Beige,1,Dusty Light,11,Beige,1723,Shorts,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1025,Shorts,"Shorts in an airy viscose weave. High waist with wide, covered elastication at the back, pleats at the top, diagonal side pockets and wide legs."
63385,739144003,739144,Kelso HW fancy,274,Shorts,Garment Lower body,1010017,Stripe,73,Dark Blue,4,Dark,2,Blue,1723,Shorts,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1025,Shorts,"Shorts in an airy viscose weave. High waist with wide, covered elastication at the back, pleats at the top, diagonal side pockets and wide legs."
63386,739144004,739144,Kelso HW fancy,274,Shorts,Garment Lower body,1010016,Solid,9,Black,4,Dark,5,Black,1723,Shorts,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1025,Shorts,"Shorts in an airy viscose weave. High waist with wide, covered elastication at the back, pleats at the top, diagonal side pockets and wide legs."
